Order Date,Segment,Market,Sales,Profit
2013-11-13,Consumer,US,1537.074,0.0
2012-05-03,Consumer,US,339.96,122.3856
2014-09-05,Corporate,Africa,605.61,-1150.83
2011-11-11,Consumer,LATAM,494.6088,93.1088
2013-12-18,Home Office,LATAM,1134.94556,43.08556
2014-07-04,Consumer,US,545.85,114.6285
2013-01-21,Consumer,LATAM,1022.528,332.288
2014-10-31,Consumer,US,614.272,-23.0352
2014-04-12,Corporate,EU,1603.071,-0.189
2014-10-04,Home Office,APAC,822.96,189.18
2013-07-19,Corporate,Africa,773.28,54.0
2013-12-16,Consumer,APAC,1057.14,0.0
2014-09-26,Consumer,LATAM,2171.3,390.8
2013-09-17,Consumer,APAC,586.944,168.744
2012-11-16,Corporate,APAC,485.1288,-119.6712
2013-10-25,Consumer,EU,587.16,64.56
2011-08-30,Home Office,LATAM,757.2,249.84
2014-01-01,Consumer,EU,677.4075,-111.6225
2014-06-04,Home Office,EU,536.43,91.17
2011-12-05,Corporate,US,1113.024,111.3024
2013-12-04,Consumer,US,542.646,102.4998
2012-08-02,Consumer,Africa,566.52,16.98
2011-12-09,Corporate,LATAM,1280.08,-208.02
2013-11-19,Corporate,EU,793.56,388.8
2013-05-03,Consumer,APAC,925.92,101.79
2011-12-06,Consumer,APAC,1048.56,262.08
2013-03-22,Consumer,EMEA,265.74,77.04
2014-03-27,Home Office,APAC,500.7,30.0
2013-08-27,Corporate,US,1024.716,-29.2776
2014-10-09,Consumer,LATAM,1174.08,222.96
2013-06-28,Consumer,Africa,583.44,239.04
2014-11-05,Consumer,EU,342.09,153.93
2012-05-07,Corporate,APAC,633.18,132.96
2011-11-25,Consumer,LATAM,659.424,-0.036
2012-12-04,Corporate,LATAM,723.12,86.76
2014-08-14,Consumer,EU,2124.72,233.64
2011-10-03,Home Office,LATAM,1236.2,420.28
2013-07-04,Corporate,US,706.86,197.9208
2013-06-08,Consumer,APAC,1180.095,151.695
2011-01-31,Consumer,APAC,1917.24,517.56
2011-06-20,Consumer,Africa,351.9,28.14
2014-07-16,Corporate,US,872.94,157.1292
2012-11-02,Consumer,US,447.93,49.2723
2014-08-22,Consumer,US,568.728,28.4364
2012-09-17,Consumer,EU,900.234,-10.026
2014-03-26,Consumer,APAC,569.07,187.74
2012-04-25,Corporate,APAC,579.45,225.9
2013-09-20,Corporate,APAC,361.584,-16.176
2013-01-08,Consumer,EMEA,826.56,148.74
2013-01-04,Home Office,LATAM,306.992,-76.748
2012-06-06,Home Office,APAC,657.006,93.846
2014-03-13,Consumer,APAC,969.36,348.81
2012-05-15,Home Office,APAC,338.4,135.36
2011-11-30,Corporate,EU,688.743,83.853
2013-05-29,Consumer,APAC,1697.25,-232.5
2012-09-03,Consumer,LATAM,345.23736,-24.36264
2013-11-11,Home Office,APAC,228.33,70.74
2014-10-01,Home Office,EU,319.98,143.97
2013-09-05,Consumer,EU,1459.68,335.64
2011-01-11,Consumer,LATAM,1322.8,238.0
2011-09-19,Consumer,EU,274.5,49.35
2013-09-12,Corporate,EU,654.102,247.062
2014-01-06,Home Office,EU,1828.71,-56.43
2014-05-19,Home Office,APAC,987.957,43.857
2012-08-31,Home Office,EU,1281.75,499.8
2014-11-17,Corporate,APAC,292.2,119.76
2014-08-02,Corporate,US,1439.982,-263.9967
2011-09-30,Corporate,LATAM,939.84,-219.36
2014-02-14,Consumer,APAC,1051.7175,308.4975
2014-06-06,Home Office,LATAM,619.2,108.36
2014-04-24,Consumer,APAC,1337.634,311.994
2014-01-15,Home Office,LATAM,284.16,113.64
2014-10-23,Consumer,US,579.136,-28.9568
2011-08-02,Home Office,US,838.38,226.3626
2014-12-02,Corporate,LATAM,1502.976,-225.504
2014-04-30,Corporate,US,1048.35,-69.89
2014-08-02,Consumer,EU,785.088,52.308
2012-04-23,Corporate,LATAM,1219.61588,266.35588
2013-09-21,Home Office,LATAM,383.95056,156.91056
2013-06-06,Home Office,APAC,445.2369,-10.7331
2014-04-29,Corporate,LATAM,794.736,99.336
2014-12-18,Consumer,LATAM,1693.3,220.08
2011-11-23,Consumer,EU,773.4,46.35
2011-12-28,Corporate,LATAM,538.24,-107.68
2014-11-25,Consumer,APAC,1130.76,414.6
2013-06-14,Corporate,APAC,366.75,29.34
2013-05-28,Home Office,APAC,747.054,-234.846
2014-03-25,Corporate,LATAM,717.408,224.028
2012-09-14,Consumer,US,991.2,257.712
2013-11-13,Consumer,US,1474.802,-21.0686
2012-11-20,Corporate,LATAM,863.2,293.4
2013-09-14,Corporate,APAC,2491.2,1046.16
2012-10-30,Consumer,EU,820.44,270.72
2014-10-03,Home Office,US,2314.116,-1002.7836
2011-09-16,Consumer,LATAM,552.96,132.64
2014-05-09,Consumer,EMEA,1094.22,317.16
2014-11-11,Corporate,US,931.176,314.2719
2014-07-03,Consumer,EU,1293.75,51.75
2011-12-05,Corporate,LATAM,830.88,324.0
2014-06-23,Home Office,Africa,992.16,248.04
2012-10-31,Consumer,US,323.136,20.196
2014-10-03,Consumer,Africa,985.2,78.72
2012-04-28,Home Office,US,3812.97,1906.485
2013-09-11,Corporate,EU,254.85,12.6
2014-06-30,Consumer,LATAM,517.92,176.04
2012-12-19,Consumer,LATAM,541.92,-352.32
2014-02-24,Corporate,APAC,997.29,9.87
2014-08-27,Home Office,APAC,999.9639,268.8039
2011-11-16,Home Office,APAC,856.8,128.4
2011-05-02,Consumer,EU,1388.88,154.23
2013-12-26,Consumer,APAC,252.558,2.718
2012-07-24,Consumer,APAC,1034.8938,-62.3862
2014-11-04,Corporate,LATAM,513.12,-153.98
2012-01-12,Corporate,EU,1195.2,155.25
2014-08-09,Consumer,APAC,964.17,-887.04
2011-09-01,Consumer,APAC,767.52,45.9
2012-08-21,Corporate,US,598.458,-42.747
2013-09-06,Corporate,APAC,759.6,258.15
2012-08-18,Home Office,EU,716.55,252.9
2013-04-17,Consumer,APAC,881.685,164.565
2012-01-05,Home Office,EU,425.28,136.08
2014-09-29,Consumer,APAC,1242.36,285.72
2014-10-03,Consumer,Africa,1174.56,340.56
2011-12-22,Corporate,Africa,1589.4,349.56
2013-01-08,Corporate,US,1565.88,407.1288
2013-01-01,Consumer,APAC,2189.52,372.06
2014-08-19,Consumer,APAC,487.38,107.22
2012-01-14,Consumer,Africa,391.86,90.12
2014-03-14,Consumer,US,1332.496,-299.8116
2014-11-10,Corporate,LATAM,1192.3106,57.3106
2013-07-22,Consumer,EU,1771.74,0.0
2014-12-30,Consumer,APAC,457.164,65.934
2013-06-19,Consumer,EMEA,910.98,227.7
2014-12-23,Home Office,EU,2379.618,740.178
2012-07-07,Home Office,APAC,252.48,20.16
2014-12-19,Corporate,EU,965.0475,-68.1525
2012-11-29,Corporate,LATAM,782.28,312.9
2014-10-10,Consumer,LATAM,772.776,-257.604
2013-08-16,Corporate,LATAM,657.216,238.236
2014-01-14,Consumer,EU,596.4,101.28
2013-09-21,Consumer,LATAM,1060.8,254.56
2014-03-27,Corporate,EMEA,1031.04,72.0
2011-12-06,Corporate,APAC,1885.428,658.668
2011-12-05,Corporate,LATAM,802.07264,-1.60736
2014-09-11,Corporate,EMEA,636.15,311.7
2011-10-03,Consumer,APAC,780.165,320.715
2012-09-07,Home Office,US,559.93,167.979
2011-08-30,Consumer,Africa,394.56,94.56
2012-03-29,Home Office,US,1166.92,131.2785
2012-03-19,Home Office,US,383.4656,-67.6704
2012-06-11,Consumer,APAC,1419.6636,625.8636
2013-06-24,Consumer,LATAM,1268.96,583.68
2013-11-27,Consumer,EMEA,654.48,163.56
2013-06-14,Home Office,EU,2078.64,852.24
2012-07-13,Corporate,EU,756.9,68.1
2013-04-05,Consumer,LATAM,286.8,57.36
2014-09-04,Consumer,APAC,613.89,153.45
2013-01-02,Home Office,LATAM,1053.6884,441.2884
2014-08-18,Consumer,EU,362.151,36.171
2014-05-23,Consumer,APAC,1286.67,-2380.35
2011-10-04,Consumer,EMEA,879.6,96.72
2014-10-22,Home Office,US,683.952,42.747
2012-11-11,Corporate,US,418.32,117.1296
2013-12-03,Home Office,US,2079.4,582.232
2011-03-17,Corporate,US,1579.746,-447.5947
2012-09-18,Consumer,Africa,1285.56,89.94
2012-03-24,Home Office,US,359.058,-35.9058
2013-09-16,Home Office,EU,1047.948,-49.332
2012-10-06,Consumer,LATAM,296.4884,-40.7116
2012-10-05,Consumer,APAC,1825.6182,593.7582
2012-08-14,Consumer,LATAM,2171.6,65.1
2014-09-24,Corporate,APAC,620.298,20.538
2011-06-22,Corporate,APAC,618.78,259.86
2014-03-26,Consumer,US,479.984,59.998
2014-08-28,Home Office,APAC,849.75,203.85
2013-11-02,Consumer,APAC,661.905,8.685
2014-06-02,Consumer,APAC,815.6286,43.8486
2014-12-10,Consumer,LATAM,1105.92,-41.52
2011-03-03,Consumer,APAC,1095.66,65.7
2013-12-03,Consumer,EU,1113.264,222.624
2013-10-25,Consumer,Africa,704.76,211.32
2012-08-08,Consumer,APAC,1285.05,552.24
2014-09-23,Corporate,EU,749.49,307.23
2014-07-04,Corporate,APAC,1065.96,468.96
2013-12-26,Consumer,US,1747.25,629.01
2013-03-14,Consumer,EMEA,1810.26,162.9
2011-07-18,Home Office,EU,1207.08,36.12
2012-08-31,Consumer,APAC,639.84,-25.68
2011-04-26,Consumer,EU,683.5785,-24.2715
2014-09-23,Home Office,APAC,980.91,210.15
2014-08-07,Home Office,EU,1708.74,563.85
2014-12-15,Corporate,APAC,591.948,216.888
2011-04-11,Consumer,US,383.976,81.5949
2013-05-10,Home Office,APAC,1088.235,333.585
2013-06-18,Consumer,EU,1331.253,-172.287
2014-08-02,Home Office,EU,610.47,208.26
2014-11-18,Corporate,LATAM,551.04,99.16
2014-12-15,Consumer,LATAM,458.16,57.26
2013-09-13,Home Office,Africa,395.82,39.54
2014-11-14,Consumer,EMEA,651.48,260.58
2012-08-27,Consumer,APAC,861.9,405.0
2014-08-26,Consumer,EMEA,246.48,14.76
2012-11-23,Consumer,APAC,770.3811,232.0011
2014-08-25,Consumer,APAC,457.7616,-82.8384
2012-08-08,Corporate,EU,562.08,50.4
2012-10-19,Home Office,US,1640.7,459.396
2011-09-09,Corporate,US,785.88,212.1876
2013-05-08,Consumer,LATAM,305.92,0.0
2012-05-12,Consumer,APAC,410.184,150.264
2012-12-12,Consumer,APAC,169.1208,-26.7192
2013-06-24,Consumer,US,862.344,97.0137
2013-10-15,Corporate,APAC,825.36,49.5
2014-03-17,Home Office,EMEA,879.0,35.16
2011-04-22,Consumer,Africa,414.66,107.76
2012-12-17,Corporate,EU,715.86,250.38
2013-11-08,Corporate,LATAM,656.56,282.32
2012-02-18,Home Office,LATAM,795.6,190.92
2012-09-14,Home Office,Africa,831.24,365.64
2012-08-07,Consumer,LATAM,1534.96,552.44
2013-08-26,Corporate,APAC,913.05,54.75
2014-08-08,Consumer,LATAM,876.3,14.6
2013-07-26,Consumer,US,2430.08,388.8128
2014-03-31,Consumer,Africa,812.88,251.88
2012-08-24,Consumer,EU,1420.416,631.296
2013-11-25,Corporate,EU,607.512,128.592
2014-06-12,Corporate,APAC,1227.03,73.5
2014-12-18,Consumer,APAC,459.63,87.3
2014-11-18,Corporate,LATAM,448.48,49.28
2011-12-15,Corporate,EU,1112.208,379.428
2014-08-28,Home Office,EU,490.32,-127.68
2011-06-04,Corporate,LATAM,324.52,155.68
2013-02-05,Consumer,EU,876.3,227.82
2011-09-08,Corporate,EU,457.326,76.086
2011-11-16,Corporate,US,305.9745,25.1979
2011-09-20,Consumer,US,629.95,157.4875
2014-07-08,Consumer,US,527.92,85.787
2014-10-17,Consumer,LATAM,891.5256,109.4856
2013-06-11,Consumer,LATAM,487.88,97.56
2013-10-29,Corporate,US,1082.48,10.8248
2011-11-24,Consumer,US,646.2,-8.0775
2011-12-21,Consumer,US,1325.76,149.148
2011-10-31,Home Office,Africa,993.06,357.48
2012-10-30,Consumer,EU,1494.6,657.6
2013-10-12,Consumer,EU,362.151,36.171
2013-08-06,Home Office,LATAM,607.2,103.2
2014-08-07,Home Office,US,824.95,247.485
2014-06-02,Home Office,EMEA,378.45,34.05
2013-11-08,Home Office,EMEA,1193.4,334.08
2013-03-23,Consumer,LATAM,454.779,-260.121
2013-06-25,Consumer,LATAM,829.52,398.16
2012-03-19,Consumer,EU,383.76,69.03
2014-11-05,Corporate,US,1359.96,118.9965
2014-10-29,Corporate,LATAM,618.56,235.04
2012-11-15,Consumer,APAC,586.764,45.504
2013-06-17,Corporate,APAC,1128.735,112.725
2013-07-12,Home Office,Africa,1275.0,357.0
2012-01-11,Consumer,EU,2004.156,-0.084
2012-08-31,Home Office,APAC,1639.872,382.632
2013-11-23,Corporate,EU,1483.704,395.544
2011-07-16,Consumer,EU,523.86,5.22
2012-09-17,Home Office,EU,425.5695,-0.0405
2014-06-05,Consumer,APAC,1320.0,488.4
2014-06-30,Consumer,US,409.9992,-96.4704
2014-08-01,Consumer,Africa,795.6,222.72
2013-06-28,Consumer,Canada,266.25,79.86
2012-02-06,Consumer,US,670.752,-125.766
2012-12-03,Consumer,APAC,259.524,8.604
2014-06-30,Home Office,LATAM,469.12,220.48
2013-06-03,Corporate,APAC,1548.36,650.28
2014-12-09,Consumer,Africa,759.66,91.14
2014-08-01,Consumer,EMEA,512.7,199.92
2013-06-15,Corporate,US,1293.488,80.843
2013-10-01,Consumer,EMEA,1065.96,266.4
2014-04-22,Consumer,US,908.82,227.205
2011-03-25,Consumer,LATAM,1396.92056,459.06056
2013-06-14,Home Office,EMEA,259.83,106.53
2014-08-29,Home Office,US,1137.75,250.305
2011-08-18,Home Office,APAC,924.21,397.35
2014-04-22,Home Office,APAC,895.05,39.75
2014-11-20,Corporate,US,718.116,-71.8116
2013-05-07,Consumer,LATAM,1240.12,223.16
2011-12-20,Consumer,EU,705.348,101.868
2013-04-12,Corporate,APAC,669.222,7.362
2011-11-17,Corporate,Africa,437.58,179.28
2014-06-04,Corporate,US,1099.5,362.835
2014-12-04,Home Office,Africa,1515.24,560.52
2014-10-19,Home Office,APAC,768.366,-41.334
2012-10-19,Corporate,APAC,984.9,423.45
2013-07-03,Home Office,Africa,470.772,-1020.108
2011-11-03,Home Office,LATAM,292.8,67.32
2011-09-09,Corporate,US,1325.85,238.653
2012-10-17,Corporate,APAC,1777.8,657.75
2014-02-19,Corporate,EMEA,1272.6,279.96
2013-07-24,Corporate,LATAM,250.2,80.04
2012-08-03,Consumer,EU,706.806,7.776
2014-08-02,Consumer,APAC,242.856,-137.664
2011-05-21,Consumer,EU,507.6,-91.44
2013-03-11,Consumer,LATAM,523.602,-890.178
2011-11-24,Corporate,US,611.058,-34.9176
2012-03-09,Home Office,APAC,788.9256,-259.3944
2011-06-30,Home Office,APAC,533.1588,-301.8012
2012-12-13,Consumer,EU,1241.28,86.88
2012-02-09,Home Office,EU,667.539,-31.491
2013-03-05,Corporate,APAC,719.9874,270.9474
2012-10-24,Home Office,US,454.272,-73.8192
2013-09-25,Consumer,APAC,741.96,7.38
2014-09-09,Home Office,LATAM,685.44,280.92
2014-10-28,Home Office,LATAM,429.92,116.0
2012-11-08,Consumer,APAC,1571.724,87.264
2012-04-11,Consumer,EU,1147.23,11.34
2014-11-12,Corporate,LATAM,412.56,56.7
2011-09-08,Home Office,Africa,424.2,161.16
2014-05-20,Consumer,LATAM,602.28,228.84
2011-06-22,Corporate,EU,469.287,145.887
2012-02-15,Consumer,LATAM,338.1,84.42
2012-06-19,Corporate,EU,914.49,213.24
2014-09-22,Consumer,LATAM,333.78,83.4
2013-12-10,Consumer,US,1056.86,158.529
2014-06-28,Consumer,Africa,831.24,365.64
2014-11-29,Corporate,APAC,973.32,9.72
2013-12-10,Corporate,EMEA,875.376,-590.904
2012-09-03,Home Office,APAC,525.51,262.71
2014-01-16,Corporate,LATAM,461.6,180.0
2012-12-09,Consumer,Africa,690.48,213.96
2013-04-05,Corporate,APAC,915.12,137.04
2012-08-01,Corporate,APAC,1621.44,210.78
2011-05-28,Home Office,LATAM,1302.96,39.06
2011-05-13,Corporate,EU,1025.4,399.84
2013-01-23,Corporate,US,1564.29,406.7154
2013-11-25,Corporate,EU,1785.78,138.78
2014-01-07,Consumer,APAC,3810.996,-42.504
2011-02-02,Consumer,EU,549.927,-235.773
2013-11-28,Consumer,EU,497.16,168.96
2013-02-27,Corporate,APAC,538.44,156.12
2013-09-25,Consumer,EMEA,287.94,20.1
2013-12-02,Consumer,US,901.95,297.6435
2012-11-16,Consumer,EU,1880.64,300.78
2013-12-12,Home Office,US,403.92,25.245
2012-01-07,Consumer,APAC,1402.29,0.0
2014-10-20,Corporate,EU,465.24,139.56
2011-05-14,Consumer,EMEA,724.8,79.68
2011-06-03,Consumer,APAC,972.648,-75.672
2011-11-16,Corporate,Africa,520.56,135.24
2014-04-09,Corporate,EMEA,252.18,42.84
2013-12-13,Home Office,APAC,500.49,35.01
2011-10-13,Consumer,LATAM,635.08728,202.30728
2014-01-13,Consumer,EU,1301.25,572.55
2011-01-22,Home Office,EU,888.93,59.22
2014-01-06,Home Office,EU,919.89,303.48
2014-04-08,Consumer,LATAM,684.16,0.0
2012-12-20,Consumer,EU,2811.45,702.75
2013-01-09,Consumer,APAC,727.056,-387.864
2013-01-30,Consumer,US,435.168,-59.8356
2014-06-09,Corporate,EU,805.707,17.787
2013-10-09,Consumer,LATAM,773.12,216.32
2011-09-12,Corporate,EU,776.79,129.36
2013-09-19,Corporate,US,801.568,50.098
2012-03-26,Consumer,EU,477.54,238.77
2012-02-07,Consumer,EU,651.06,240.84
2013-07-16,Corporate,APAC,1785.2304,215.0304
2013-09-25,Consumer,APAC,1302.78,208.44
2014-05-07,Consumer,EMEA,1104.48,-690.3
2012-11-13,Home Office,LATAM,1002.95008,168.79008
2011-03-30,Corporate,EU,729.135,-56.715
2014-12-01,Home Office,LATAM,657.776,-65.884
2012-09-28,Consumer,LATAM,576.6,57.6
2014-12-07,Consumer,EU,418.446,69.636
2011-04-08,Consumer,Africa,526.08,263.04
2011-11-16,Consumer,LATAM,616.14,197.16
2014-12-08,Consumer,EU,747.36,-41.52
2011-03-24,Home Office,EU,453.06,27.0
2014-07-12,Consumer,EU,746.82,8.28
2014-05-28,Consumer,Africa,1877.16,525.6
2011-12-31,Corporate,EU,674.244,217.224
2011-08-04,Corporate,EU,439.2,78.96
2012-08-10,Corporate,Africa,527.46,226.8
2014-10-06,Home Office,EU,799.47,199.8
2013-02-27,Corporate,APAC,521.82,114.75
2013-10-04,Corporate,LATAM,1121.832,-542.328
2012-06-18,Home Office,EU,716.1,35.7
2013-04-17,Consumer,APAC,723.3,332.7
2014-11-16,Consumer,APAC,2503.872,834.552
2012-06-26,Consumer,US,971.88,109.3365
2012-07-09,Consumer,LATAM,1420.83264,566.55264
2011-06-23,Corporate,EMEA,764.28,183.36
2013-08-01,Home Office,APAC,863.31,301.98
2013-09-13,Corporate,APAC,414.72,8.28
2011-08-31,Corporate,LATAM,768.144,-819.376
2014-01-25,Corporate,APAC,575.856,243.096
2013-12-25,Corporate,EMEA,1463.64,73.08
2014-10-20,Corporate,Canada,300.18,33.0
2012-12-25,Consumer,EU,2906.766,1130.346
2012-11-14,Consumer,APAC,481.14,-77.04
2011-07-19,Consumer,APAC,980.91,215.73
2014-07-23,Consumer,EMEA,439.5,17.58
2011-12-29,Corporate,US,767.952,287.982
2011-12-24,Home Office,US,818.376,51.1485
2011-08-25,Consumer,EU,392.67,-306.36
2014-05-08,Consumer,APAC,374.85,123.69
2014-09-04,Home Office,US,419.4,201.312
2011-05-21,Corporate,US,617.97,173.0316
2013-07-11,Corporate,APAC,616.572,-133.668
2014-12-23,Consumer,US,839.43,218.2518
2013-07-17,Consumer,APAC,1252.584,-41.796
2012-06-04,Consumer,LATAM,1220.87336,462.35336
2014-11-25,Corporate,US,977.292,173.7408
2014-09-08,Home Office,US,1577.94,757.4112
2011-09-21,Consumer,Africa,620.64,43.44
2013-11-15,Corporate,LATAM,1093.248,-328.032
2012-04-20,Home Office,LATAM,961.43328,17.27328
2013-11-25,Consumer,APAC,682.95,116.1
2011-03-11,Corporate,US,587.97,164.6316
2014-10-13,Corporate,EU,1350.99,111.15
2013-10-04,Consumer,APAC,572.454,-362.556
2013-04-26,Consumer,APAC,697.32,292.8
2013-11-20,Corporate,APAC,402.39,193.14
2013-08-13,Consumer,EU,1285.38,-308.58
2012-08-09,Corporate,EU,670.14,111.69
2014-11-13,Consumer,APAC,633.48,69.66
2014-12-12,Home Office,APAC,865.62,34.56
2012-12-20,Home Office,APAC,434.16,73.8
2014-08-25,Consumer,US,646.272,64.6272
2011-03-30,Home Office,US,251.944,88.1804
2013-11-01,Consumer,APAC,887.976,246.456
2013-11-06,Consumer,US,863.128,-160.2952
2013-12-27,Home Office,Africa,1031.04,72.0
2014-12-10,Consumer,LATAM,1380.1,648.6
2013-04-16,Consumer,EU,910.35,200.25
2013-08-27,Home Office,APAC,850.35,136.05
2014-01-14,Consumer,LATAM,537.6,134.4
2011-07-05,Consumer,US,479.97,163.1898
2014-04-08,Corporate,EMEA,526.62,10.5
2013-11-09,Consumer,LATAM,713.15088,-264.84912
2011-05-24,Consumer,APAC,1444.128,330.048
2013-09-18,Consumer,US,295.4,-62.7725
2013-10-29,Home Office,EU,1519.32,182.28
2012-12-13,Consumer,Africa,246.6,61.62
2013-01-28,Corporate,Africa,335.52,83.88
2011-07-22,Consumer,US,717.72,71.772
2011-08-12,Consumer,US,806.336,50.396
2014-07-04,Corporate,LATAM,529.32,264.66
2014-07-05,Consumer,Africa,714.72,235.8
2013-03-14,Corporate,US,449.1,-643.71
2011-05-12,Corporate,EU,1074.06,214.74
2013-08-17,Corporate,EU,718.2,315.99
2014-12-26,Home Office,APAC,663.39,-255.96
2013-08-29,Home Office,APAC,583.308,77.748
2014-04-26,Consumer,EU,476.361,-0.009
2012-11-05,Consumer,EMEA,489.96,-416.52
2013-05-04,Consumer,US,431.976,-75.5958
2013-03-14,Corporate,US,386.68,-5.524
2011-05-24,Home Office,LATAM,850.0,119.0
2012-10-23,Consumer,APAC,463.176,-216.384
2013-08-16,Corporate,APAC,1195.2,585.6
2014-09-08,Consumer,EU,875.61,-227.88
2013-08-24,Home Office,US,727.296,-172.7328
2012-11-11,Consumer,LATAM,645.948,-150.732
2013-01-05,Corporate,APAC,1232.352,107.802
2013-11-09,Corporate,EMEA,770.4,215.64
2011-03-18,Home Office,US,1856.19,334.1142
2013-10-17,Home Office,APAC,1243.9044,-134.8956
2014-08-26,Consumer,APAC,607.14,36.36
2013-07-10,Home Office,Africa,638.91,229.98
2014-05-31,Consumer,LATAM,296.34,41.46
2014-09-26,Consumer,EU,956.664,201.864
2013-10-11,Consumer,APAC,401.976,-140.724
2014-02-26,Home Office,LATAM,1918.98,633.22
2013-05-06,Consumer,LATAM,987.56,29.54
2014-09-03,Home Office,APAC,1173.42,129.06
2012-12-25,Consumer,LATAM,606.1328,-164.2672
2012-11-02,Consumer,EU,2070.9,-621.27
2014-12-15,Consumer,EU,1473.408,-1694.592
2012-06-13,Corporate,APAC,442.26,117.81
2013-09-05,Consumer,EU,494.1,88.83
2012-10-15,Consumer,Africa,1557.0,264.6
2013-07-23,Consumer,EMEA,876.528,-701.352
2014-08-26,Corporate,APAC,410.88,12.24
2014-01-17,Consumer,EU,714.204,309.444
2011-10-28,Corporate,US,616.998,-36.294
2014-04-14,Corporate,EU,1578.636,613.836
2014-08-22,Corporate,LATAM,624.24,31.2
2013-10-21,Corporate,EU,426.3,4.2
2011-08-22,Corporate,LATAM,1395.24392,150.92392
2014-10-25,Home Office,APAC,1234.359,-0.021
2013-11-20,Home Office,LATAM,364.14,171.12
2012-04-19,Consumer,LATAM,692.73176,220.65176
2014-11-21,Consumer,LATAM,825.792,41.232
2012-06-05,Corporate,APAC,245.13,85.77
2012-08-06,Corporate,LATAM,330.64,79.28
2011-11-24,Consumer,EU,351.09,84.24
2013-05-01,Consumer,EU,636.3,-152.82
2014-12-25,Consumer,EU,1135.8,90.84
2011-07-01,Corporate,US,575.92,71.99
2014-02-18,Consumer,Canada,1539.36,646.38
2013-10-17,Corporate,Africa,899.16,395.58
2011-10-01,Corporate,Africa,1016.64,406.56
2014-08-27,Home Office,APAC,892.5768,393.4368
2014-11-20,Home Office,APAC,643.8852,-337.2948
2013-08-27,Corporate,LATAM,1206.84,229.2
2012-02-18,Consumer,EU,579.6,179.4
2011-04-14,Consumer,Africa,541.44,91.98
2014-08-19,Corporate,US,843.9,371.316
2012-07-06,Corporate,EU,342.51,171.15
2012-07-03,Consumer,Africa,793.8,357.12
2012-11-01,Consumer,APAC,914.28,91.38
2012-01-26,Consumer,APAC,527.0085,171.4185
2014-08-05,Consumer,APAC,528.444,88.044
2014-09-19,Corporate,EU,548.694,127.944
2012-06-28,Home Office,EU,822.852,246.852
2011-01-26,Corporate,APAC,334.3035,-109.9365
2014-08-04,Consumer,Africa,1745.34,122.16
2011-11-09,Home Office,Canada,603.54,18.06
2014-06-17,Corporate,EU,2114.64,23.49
2013-10-08,Corporate,EU,1707.21,341.28
2014-10-08,Consumer,APAC,1695.87,-37.83
2014-07-01,Consumer,APAC,627.9,31.35
2014-09-18,Corporate,EU,555.228,141.888
2013-09-24,Corporate,APAC,1168.44,443.94
2014-10-20,Consumer,APAC,1158.408,435.888
2013-05-29,Home Office,LATAM,1260.1746,85.7746
2012-08-23,Consumer,APAC,664.35,26.55
2014-06-24,Consumer,APAC,1236.465,-96.255
2012-04-26,Corporate,EU,218.16,7.26
2013-09-04,Home Office,EU,881.34,334.86
2011-12-29,Consumer,APAC,353.16,39.24
2012-11-09,Home Office,US,2321.9,1114.512
2013-10-13,Home Office,LATAM,915.9,357.18
2011-10-03,Consumer,LATAM,1039.27728,279.07728
2011-12-16,Corporate,APAC,1081.08,43.2
2014-12-09,Consumer,LATAM,385.76,38.56
2011-01-15,Corporate,EU,526.62,10.5
2014-11-26,Consumer,APAC,1157.22,300.78
2011-05-27,Corporate,US,359.32,7.1864
2014-06-30,Home Office,EU,1227.717,13.617
2011-09-01,Consumer,APAC,1100.16,175.86
2013-09-20,Consumer,EU,677.817,-813.393
2012-10-31,Consumer,US,398.352,124.485
2014-12-05,Home Office,EU,1262.925,-56.175
2013-12-25,Consumer,APAC,1255.5,97.65
2013-06-10,Consumer,EU,1579.86,31.5
2014-11-14,Consumer,APAC,1174.56,187.92
2011-08-04,Corporate,EMEA,728.64,36.42
2014-08-14,Home Office,EU,1316.448,-526.722
2012-10-10,Consumer,US,1801.632,-337.806
